uwi,formatted uwi,tvd top depth (m),tvd bottom depth (m),tmd top depth (m),tmd bottom depth (m),formation name
100010105720W500,100/01-01-057-20W5/00,1859.9,1934.41,1861.2,1936.1,LEA PARK FM
100010105720W500,100/01-01-057-20W5/00,1934.41,2059.56,1936.1,2061.5,COLORADO GRP
100010105720W500,100/01-01-057-20W5/00,2059.56,2132.99,2061.5,2135,BADHEART FM
100010105720W500,100/01-01-057-20W5/00,2132.99,2150.88,2135,2152.9,CARDIUM FM
100010105720W500,100/01-01-057-20W5/00,2150.88,2179.27,2152.9,2181.3,CARDIUM SD
100010105720W500,100/01-01-057-20W5/00,2179.27,1000000,2181.3,1000000,BLACKSTONE FM
100010105720W502,100/01-01-057-20W5/02,1859.9,1934.41,1861.2,1936.1,LEA PARK FM
100010105720W502,100/01-01-057-20W5/02,1934.41,2059.56,1936.1,2061.5,COLORADO GRP
100010105720W502,100/01-01-057-20W5/02,2059.56,2132.99,2061.5,2135,BADHEART FM
100010105720W502,100/01-01-057-20W5/02,2132.99,2150.88,2135,2152.9,CARDIUM FM
100010105720W502,100/01-01-057-20W5/02,2150.88,2179.27,2152.9,2181.3,CARDIUM SD
100010105720W502,100/01-01-057-20W5/02,2179.27,1000000,2181.3,1000000,BLACKSTONE FM
100010205720W500,100/01-02-057-20W5/00,1834,1907,1834,1907,LEA PARK FM
100010205720W500,100/01-02-057-20W5/00,1907,2034,1907,2034,COLORADO GRP
100010205720W500,100/01-02-057-20W5/00,2034,2110,2034,2110,BADHEART FM
100010205720W500,100/01-02-057-20W5/00,2110,2129,2110,2129,CARDIUM FM
100010205720W500,100/01-02-057-20W5/00,2129,1000000,2129,1000000,CARDIUM SD
100010805619W500,100/01-08-056-19W5/00,2059.76,2087.73,2059.97,2087.93,CARDIUM FM
100010805619W500,100/01-08-056-19W5/00,2087.73,2249.92,2087.93,2250.16,CARDIUM SD
100010805619W500,100/01-08-056-19W5/00,2249.92,2454.34,2250.16,2455.28,SECOND WHITE SPECKS
100010805619W500,100/01-08-056-19W5/00,2454.34,2491.2,2455.28,2494.03,BASE FISH SCALES MARKER
100010805619W500,100/01-08-056-19W5/00,2491.2,2509.73,2494.03,2514.19,PEACE RIVER FM
100010805619W500,100/01-08-056-19W5/00,2509.73,2515.06,2514.19,2520.08,HARMON MBR
100010805619W500,100/01-08-056-19W5/00,2515.06,2655.73,2520.08,2757.34,SPIRIT RIVER FM
100010805619W500,100/01-08-056-19W5/00,2655.73,1000000,2757.34,1000000,WILRICH MBR
100011105720W500,100/01-11-057-20W5/00,1817.3,1902,1817.3,1902,LEA PARK FM
100011105720W500,100/01-11-057-20W5/00,1902,2027.5,1902,2027.5,COLORADO GRP
100011105720W500,100/01-11-057-20W5/00,2027.5,2102,2027.5,2102,BADHEART FM
100011105720W500,100/01-11-057-20W5/00,2102,2119.4,2102,2119.4,CARDIUM FM
100011105720W500,100/01-11-057-20W5/00,2119.4,1000000,2119.4,1000000,CARDIUM SD
100011105720W502,100/01-11-057-20W5/02,1817.3,1902,1817.3,1902,LEA PARK FM
100011105720W502,100/01-11-057-20W5/02,1902,2027.5,1902,2027.5,COLORADO GRP
100011105720W502,100/01-11-057-20W5/02,2027.5,2102,2027.5,2102,BADHEART FM
100011105720W502,100/01-11-057-20W5/02,2102,2119.4,2102,2119.4,CARDIUM FM
100011105720W502,100/01-11-057-20W5/02,2119.4,1000000,2119.4,1000000,CARDIUM SD
100011105720W503,100/01-11-057-20W5/03,2224,2480.5,2224,2480.5,SECOND WHITE SPECKS
100011105720W503,100/01-11-057-20W5/03,2480.5,2518,2480.5,2518,BASE FISH SCALES MARKER
100011105720W503,100/01-11-057-20W5/03,2518,2539,2518,2539,VIKING SANDSTONE
100011105720W503,100/01-11-057-20W5/03,2539,2545,2539,2545,JOLI FOU FM
100011105720W503,100/01-11-057-20W5/03,2545,2766,2545,2766,MANNVILLE GRP
100011105720W503,100/01-11-057-20W5/03,2766,2781,2766,2781,BLUESKY FM
100011105720W503,100/01-11-057-20W5/03,2781,2844,2781,2844,GETHING FM
100011105720W503,100/01-11-057-20W5/03,2844,2858,2844,2858,CADOMIN FM
100011105720W503,100/01-11-057-20W5/03,2858,1000000,2858,1000000,FERNIE GRP
100011105720W504,100/01-11-057-20W5/04,2224,2480.5,2224,2480.5,SECOND WHITE SPECKS
100011105720W504,100/01-11-057-20W5/04,2480.5,2518,2480.5,2518,BASE FISH SCALES MARKER
100011105720W504,100/01-11-057-20W5/04,2518,2539,2518,2539,VIKING SANDSTONE
100011105720W504,100/01-11-057-20W5/04,2539,2545,2539,2545,JOLI FOU FM
100011105720W504,100/01-11-057-20W5/04,2545,2766,2545,2766,MANNVILLE GRP
100011105720W504,100/01-11-057-20W5/04,2766,2781,2766,2781,BLUESKY FM
100011105720W504,100/01-11-057-20W5/04,2781,2844,2781,2844,GETHING FM
100011105720W504,100/01-11-057-20W5/04,2844,2858,2844,2858,CADOMIN FM
100011105720W504,100/01-11-057-20W5/04,2858,1000000,2858,1000000,FERNIE GRP
100012305619W500,100/01-23-056-19W5/00,1722.5,2045.5,1722.5,2045.5,LEA PARK FM
100012305619W500,100/01-23-056-19W5/00,2045.5,2394,2045.5,2394,CARDIUM SD
100012305619W500,100/01-23-056-19W5/00,2394,2431.5,2394,2431.5,BASE FISH SCALES MARKER
100012305619W500,100/01-23-056-19W5/00,2431.5,2459,2431.5,2459,VIKING SANDSTONE
100012305619W500,100/01-23-056-19W5/00,2459,2661.5,2459,2661.5,MANNVILLE GRP
100012305619W500,100/01-23-056-19W5/00,2661.5,2674,2661.5,2674,BLUESKY FM
100012305619W500,100/01-23-056-19W5/00,2674,2752.5,2674,2752.5,GETHING FM
100012305619W500,100/01-23-056-19W5/00,2752.5,2782,2752.5,2782,FERNIE GRP
100012305619W500,100/01-23-056-19W5/00,2782,1000000,2782,1000000,NORDEGG MBR
100012505520W500,100/01-25-055-20W5/00,1740.14,1979.54,1740.14,1979.54,LEA PARK FM
100012505520W500,100/01-25-055-20W5/00,1979.54,2000.64,1979.54,2000.64,BADHEART FM
100012505520W500,100/01-25-055-20W5/00,2000.64,2087.53,2000.64,2087.53,MUSKIKI FM
100012505520W500,100/01-25-055-20W5/00,2087.53,2113.5,2087.53,2113.5,CARDIUM FM
100012505520W500,100/01-25-055-20W5/00,2113.5,2158.41,2113.5,2158.41,CARDIUM SD
100012505520W500,100/01-25-055-20W5/00,2158.41,2410.45,2158.41,2410.45,BLACKSTONE FM
100012505520W500,100/01-25-055-20W5/00,2410.45,2495,2410.45,2495,DUNVEGAN FM
100012505520W500,100/01-25-055-20W5/00,2495,2530.39,2495,2530.39,BASE FISH SCALES MARKER
100012505520W500,100/01-25-055-20W5/00,2530.39,2546.15,2530.39,2546.15,PEACE RIVER FM
100012505520W500,100/01-25-055-20W5/00,2546.15,2551.12,2546.15,2551.12,HARMON MBR
100012505520W500,100/01-25-055-20W5/00,2551.12,2720.44,2551.12,2720.44,SPIRIT RIVER FM
100012505520W500,100/01-25-055-20W5/00,2720.44,2764.61,2720.44,2764.61,WILRICH MBR
100012505520W500,100/01-25-055-20W5/00,2764.61,2777.6,2764.61,2777.6,BLUESKY FM
100012505520W500,100/01-25-055-20W5/00,2777.6,1000000,2777.6,1000000,GETHING FM
100012505520W502,100/01-25-055-20W5/02,1740.14,1979.54,1740.14,1979.54,LEA PARK FM
100012505520W502,100/01-25-055-20W5/02,1979.54,2000.64,1979.54,2000.64,BADHEART FM
100012505520W502,100/01-25-055-20W5/02,2000.64,2087.53,2000.64,2087.53,MUSKIKI FM
100012505520W502,100/01-25-055-20W5/02,2087.53,2113.5,2087.53,2113.5,CARDIUM FM
100012505520W502,100/01-25-055-20W5/02,2113.5,2158.41,2113.5,2158.41,CARDIUM SD
100012505520W502,100/01-25-055-20W5/02,2158.41,2410.45,2158.41,2410.45,BLACKSTONE FM
100012505520W502,100/01-25-055-20W5/02,2410.45,2495,2410.45,2495,DUNVEGAN FM
100012505520W502,100/01-25-055-20W5/02,2495,2530.39,2495,2530.39,BASE FISH SCALES MARKER
100012505520W502,100/01-25-055-20W5/02,2530.39,2546.15,2530.39,2546.15,PEACE RIVER FM
100012505520W502,100/01-25-055-20W5/02,2546.15,2551.12,2546.15,2551.12,HARMON MBR
100012505520W502,100/01-25-055-20W5/02,2551.12,2720.44,2551.12,2720.44,SPIRIT RIVER FM
100012505520W502,100/01-25-055-20W5/02,2720.44,2764.61,2720.44,2764.61,WILRICH MBR
100012505520W502,100/01-25-055-20W5/02,2764.61,2777.6,2764.61,2777.6,BLUESKY FM
100012505520W502,100/01-25-055-20W5/02,2777.6,1000000,2777.6,1000000,GETHING FM
100012505520W503,100/01-25-055-20W5/03,1740.14,1979.54,1740.14,1979.54,LEA PARK FM
100012505520W503,100/01-25-055-20W5/03,1979.54,2000.64,1979.54,2000.64,BADHEART FM
100012505520W503,100/01-25-055-20W5/03,2000.64,2087.53,2000.64,2087.53,MUSKIKI FM
100012505520W503,100/01-25-055-20W5/03,2087.53,2113.5,2087.53,2113.5,CARDIUM FM
100012505520W503,100/01-25-055-20W5/03,2113.5,2158.41,2113.5,2158.41,CARDIUM SD
100012505520W503,100/01-25-055-20W5/03,2158.41,2410.45,2158.41,2410.45,BLACKSTONE FM
100012505520W503,100/01-25-055-20W5/03,2410.45,2495,2410.45,2495,DUNVEGAN FM
100012505520W503,100/01-25-055-20W5/03,2495,2530.39,2495,2530.39,BASE FISH SCALES MARKER
100012505520W503,100/01-25-055-20W5/03,2530.39,2546.15,2530.39,2546.15,PEACE RIVER FM
100012505520W503,100/01-25-055-20W5/03,2546.15,2551.12,2546.15,2551.12,HARMON MBR
100012505520W503,100/01-25-055-20W5/03,2551.12,2720.44,2551.12,2720.44,SPIRIT RIVER FM
100012505520W503,100/01-25-055-20W5/03,2720.44,2764.61,2720.44,2764.61,WILRICH MBR
100012505520W503,100/01-25-055-20W5/03,2764.61,2777.6,2764.61,2777.6,BLUESKY FM
100012505520W503,100/01-25-055-20W5/03,2777.6,1000000,2777.6,1000000,GETHING FM
100012605520W500,100/01-26-055-20W5/00,2057.9,2083.31,2058.23,2083.65,CARDIUM FM
100012605520W500,100/01-26-055-20W5/00,2083.31,2119.6,2083.65,2119.96,CARDIUM SD
100012605520W500,100/01-26-055-20W5/00,2119.6,2389.79,2119.96,2390.35,BLACKSTONE FM
100012605520W500,100/01-26-055-20W5/00,2389.79,2471.18,2390.35,2473.75,DUNVEGAN FM
100012605520W500,100/01-26-055-20W5/00,2471.18,2507.43,2473.75,2513.27,BASE FISH SCALES MARKER
100012605520W500,100/01-26-055-20W5/00,2507.43,2528.65,2513.27,2537.61,PEACE RIVER FM
100012605520W500,100/01-26-055-20W5/00,2528.65,1000000,2537.61,1000000,SPIRIT RIVER FM
100012605619W500,100/01-26-056-19W5/00,1785,1912,1785.28,1912.29,LEA PARK FM
100012605619W500,100/01-26-056-19W5/00,1912,2004.5,1912.29,2004.8,COLORADO GRP
100012605619W500,100/01-26-056-19W5/00,2004.5,2077,2004.8,2077.32,BADHEART FM
100012605619W500,100/01-26-056-19W5/00,2077,2097,2077.32,2097.33,CARDIUM FM
100012605619W500,100/01-26-056-19W5/00,2097,2443.5,2097.33,2445.76,CARDIUM SD
100012605619W500,100/01-26-056-19W5/00,2443.5,2483.5,2445.76,2487.31,BASE FISH SCALES MARKER
100012605619W500,100/01-26-056-19W5/00,2483.5,2507,2487.31,2511.95,VIKING SANDSTONE
100012605619W500,100/01-26-056-19W5/00,2507,2513,2511.95,2518.28,JOLI FOU FM
100012605619W500,100/01-26-056-19W5/00,2513,2714.5,2518.28,2733.14,MANNVILLE GRP
100012605619W500,100/01-26-056-19W5/00,2714.5,2725,2733.14,2744.21,BLUESKY FM
100012605619W500,100/01-26-056-19W5/00,2725,2786,2744.21,2808.54,GETHING FM
100012605619W500,100/01-26-056-19W5/00,2786,2834,2808.54,2859.15,FERNIE GRP
100012605619W500,100/01-26-056-19W5/00,2834,1000000,2859.15,1000000,NORDEGG MBR
100013205619W500,100/01-32-056-19W5/00,858,1513.3,858,1513.3,EDMONTON GRP
100013205619W500,100/01-32-056-19W5/00,1513.3,1772.4,1513.3,1772.4,BELLY RIVER GRP
100013205619W500,100/01-32-056-19W5/00,1772.4,1906.5,1772.4,1906.5,LEA PARK FM
100013205619W500,100/01-32-056-19W5/00,1906.5,2030.6,1906.5,2030.6,COLORADO GRP
100013205619W500,100/01-32-056-19W5/00,2030.6,2101.6,2030.6,2101.6,BADHEART FM
100013205619W500,100/01-32-056-19W5/00,2101.6,2127.2,2101.6,2127.2,CARDIUM FM
100013205619W500,100/01-32-056-19W5/00,2127.2,2473.5,2127.2,2473.5,CARDIUM SD
100013205619W500,100/01-32-056-19W5/00,2473.5,2509.4,2473.5,2509.4,BASE FISH SCALES MARKER
100013205619W500,100/01-32-056-19W5/00,2509.4,2538.7,2509.4,2538.7,VIKING SANDSTONE
100013205619W500,100/01-32-056-19W5/00,2538.7,2746.2,2538.7,2746.2,BLAIRMORE GRP
100013205619W500,100/01-32-056-19W5/00,2746.2,2831.6,2746.2,2831.6,GLAUCONITIC SS
100013205619W500,100/01-32-056-19W5/00,2831.6,2886.5,2831.6,2886.5,FERNIE GRP
100013205619W500,100/01-32-056-19W5/00,2886.5,2971.8,2886.5,2971.8,NORDEGG MBR
100013205619W500,100/01-32-056-19W5/00,2971.8,3090.7,2971.8,3090.7,MISSISSIPPIAN SYSTEM
100013205619W500,100/01-32-056-19W5/00,3090.7,3264.4,3090.7,3264.4,BANFF FM
100013205619W500,100/01-32-056-19W5/00,3264.4,3266.5,3264.4,3266.5,EXSHAW FM
100013205619W500,100/01-32-056-19W5/00,3266.5,3482.3,3266.5,3482.3,WABAMUN GRP
100013205619W500,100/01-32-056-19W5/00,3482.3,3546.3,3482.3,3546.3,WINTERBURN GRP
100013205619W500,100/01-32-056-19W5/00,3546.3,3632.3,3546.3,3632.3,NISKU FM
100013205619W500,100/01-32-056-19W5/00,3632.3,3640.5,3632.3,3640.5,IRETON FM
100013205619W500,100/01-32-056-19W5/00,3640.5,3909.1,3640.5,3909.1,LEDUC FM
100013205619W500,100/01-32-056-19W5/00,3909.1,4056.3,3909.1,4056.3,BEAVERHILL LAKE GRP
100013205619W500,100/01-32-056-19W5/00,4056.3,4074,4056.3,4074,ELK POINT GRP
100013205619W500,100/01-32-056-19W5/00,4074,4147.4,4074,4147.4,LYNX GROUP
100013205619W500,100/01-32-056-19W5/00,4147.4,4164.2,4147.4,4164.2,SULLIVAN FM
100013205619W500,100/01-32-056-19W5/00,4164.2,1000000,4164.2,1000000,PIKA FM
100013605520W500,100/01-36-055-20W5/00,1781.46,2003.96,1781.46,2003.96,LEA PARK FM
100013605520W500,100/01-36-055-20W5/00,2003.96,2025.25,2003.96,2025.25,BADHEART FM
100013605520W500,100/01-36-055-20W5/00,2025.25,2074.57,2025.25,2074.57,MUSKIKI FM
100013605520W500,100/01-36-055-20W5/00,2074.57,2096.6,2074.57,2096.6,CARDIUM FM
100013605520W500,100/01-36-055-20W5/00,2096.6,2137.15,2096.6,2137.15,CARDIUM SD
100013605520W500,100/01-36-055-20W5/00,2137.15,2424.32,2137.15,2424.32,BLACKSTONE FM
100013605520W500,100/01-36-055-20W5/00,2424.32,2509.07,2424.32,2509.07,DUNVEGAN FM
100013605520W500,100/01-36-055-20W5/00,2509.07,2544.39,2509.07,2544.39,BASE FISH SCALES MARKER
100013605520W500,100/01-36-055-20W5/00,2544.39,2562.07,2544.39,2562.07,PEACE RIVER FM
100013605520W500,100/01-36-055-20W5/00,2562.07,2564.99,2562.07,2564.99,HARMON MBR
100013605520W500,100/01-36-055-20W5/00,2564.99,2751.83,2564.99,2751.83,SPIRIT RIVER FM
100013605520W500,100/01-36-055-20W5/00,2751.83,2780.71,2751.83,2780.71,WILRICH MBR
100013605520W500,100/01-36-055-20W5/00,2780.71,2798.3,2780.71,2798.3,BLUESKY FM
100013605520W500,100/01-36-055-20W5/00,2798.3,1000000,2798.3,1000000,GETHING FM
100013605520W502,100/01-36-055-20W5/02,1781.46,2003.96,1781.46,2003.96,LEA PARK FM
100013605520W502,100/01-36-055-20W5/02,2003.96,2025.25,2003.96,2025.25,BADHEART FM
100013605520W502,100/01-36-055-20W5/02,2025.25,2074.57,2025.25,2074.57,MUSKIKI FM
100013605520W502,100/01-36-055-20W5/02,2074.57,2096.6,2074.57,2096.6,CARDIUM FM
100013605520W502,100/01-36-055-20W5/02,2096.6,2137.15,2096.6,2137.15,CARDIUM SD
100013605520W502,100/01-36-055-20W5/02,2137.15,2424.32,2137.15,2424.32,BLACKSTONE FM
100013605520W502,100/01-36-055-20W5/02,2424.32,2509.07,2424.32,2509.07,DUNVEGAN FM
100013605520W502,100/01-36-055-20W5/02,2509.07,2544.39,2509.07,2544.39,BASE FISH SCALES MARKER
100013605520W502,100/01-36-055-20W5/02,2544.39,2562.07,2544.39,2562.07,PEACE RIVER FM
100013605520W502,100/01-36-055-20W5/02,2562.07,2564.99,2562.07,2564.99,HARMON MBR
100013605520W502,100/01-36-055-20W5/02,2564.99,2751.83,2564.99,2751.83,SPIRIT RIVER FM
100013605520W502,100/01-36-055-20W5/02,2751.83,2780.71,2751.83,2780.71,WILRICH MBR
100013605520W502,100/01-36-055-20W5/02,2780.71,2798.3,2780.71,2798.3,BLUESKY FM
100013605520W502,100/01-36-055-20W5/02,2798.3,1000000,2798.3,1000000,GETHING FM
100013605520W503,100/01-36-055-20W5/03,1781.46,2003.96,1781.46,2003.96,LEA PARK FM
100013605520W503,100/01-36-055-20W5/03,2003.96,2025.25,2003.96,2025.25,BADHEART FM
100013605520W503,100/01-36-055-20W5/03,2025.25,2074.57,2025.25,2074.57,MUSKIKI FM
100013605520W503,100/01-36-055-20W5/03,2074.57,2096.6,2074.57,2096.6,CARDIUM FM
100013605520W503,100/01-36-055-20W5/03,2096.6,2137.15,2096.6,2137.15,CARDIUM SD
100013605520W503,100/01-36-055-20W5/03,2137.15,2424.32,2137.15,2424.32,BLACKSTONE FM
100013605520W503,100/01-36-055-20W5/03,2424.32,2509.07,2424.32,2509.07,DUNVEGAN FM
100013605520W503,100/01-36-055-20W5/03,2509.07,2544.39,2509.07,2544.39,BASE FISH SCALES MARKER
100013605520W503,100/01-36-055-20W5/03,2544.39,2562.07,2544.39,2562.07,PEACE RIVER FM
100013605520W503,100/01-36-055-20W5/03,2562.07,2564.99,2562.07,2564.99,HARMON MBR
100013605520W503,100/01-36-055-20W5/03,2564.99,2751.83,2564.99,2751.83,SPIRIT RIVER FM
100013605520W503,100/01-36-055-20W5/03,2751.83,2780.71,2751.83,2780.71,WILRICH MBR
100013605520W503,100/01-36-055-20W5/03,2780.71,2798.3,2780.71,2798.3,BLUESKY FM
100013605520W503,100/01-36-055-20W5/03,2798.3,1000000,2798.3,1000000,GETHING FM
100013605520W504,100/01-36-055-20W5/04,1781.46,2003.96,1781.46,2003.96,LEA PARK FM
100013605520W504,100/01-36-055-20W5/04,2003.96,2025.25,2003.96,2025.25,BADHEART FM
100013605520W504,100/01-36-055-20W5/04,2025.25,2074.57,2025.25,2074.57,MUSKIKI FM
100013605520W504,100/01-36-055-20W5/04,2074.57,2096.6,2074.57,2096.6,CARDIUM FM
100013605520W504,100/01-36-055-20W5/04,2096.6,2137.15,2096.6,2137.15,CARDIUM SD
100013605520W504,100/01-36-055-20W5/04,2137.15,2424.32,2137.15,2424.32,BLACKSTONE FM
100013605520W504,100/01-36-055-20W5/04,2424.32,2509.07,2424.32,2509.07,DUNVEGAN FM
100013605520W504,100/01-36-055-20W5/04,2509.07,2544.39,2509.07,2544.39,BASE FISH SCALES MARKER
100013605520W504,100/01-36-055-20W5/04,2544.39,2562.07,2544.39,2562.07,PEACE RIVER FM
100013605520W504,100/01-36-055-20W5/04,2562.07,2564.99,2562.07,2564.99,HARMON MBR
100013605520W504,100/01-36-055-20W5/04,2564.99,2751.83,2564.99,2751.83,SPIRIT RIVER FM
100013605520W504,100/01-36-055-20W5/04,2751.83,2780.71,2751.83,2780.71,WILRICH MBR
100013605520W504,100/01-36-055-20W5/04,2780.71,2798.3,2780.71,2798.3,BLUESKY FM
100013605520W504,100/01-36-055-20W5/04,2798.3,1000000,2798.3,1000000,GETHING FM
100020205620W500,100/02-02-056-20W5/00,664.5,755,664.5,755,EDMONTON GRP
100020205620W500,100/02-02-056-20W5/00,755,1414.9,755,1414.9,KNEEHILLS TUFF MEMBER
100020205620W500,100/02-02-056-20W5/00,1414.9,1732.2,1414.9,1732.2,BELLY RIVER GRP
100020205620W500,100/02-02-056-20W5/00,1732.2,1770,1732.2,1770,LEA PARK FM
100020205620W500,100/02-02-056-20W5/00,1770,1823,1770,1823,WAPIABI FM
100020205620W500,100/02-02-056-20W5/00,1823,2073.6,1823,2073.6,COLORADO GRP
100020205620W500,100/02-02-056-20W5/00,2073.6,2210.7,2073.6,2210.7,CARDIUM SD
100020205620W500,100/02-02-056-20W5/00,2210.7,2464.9,2210.7,2464.9,SECOND WHITE SPECKS
100020205620W500,100/02-02-056-20W5/00,2464.9,2498.1,2464.9,2498.1,BASE FISH SCALES MARKER
100020205620W500,100/02-02-056-20W5/00,2498.1,2525,2498.1,2525,VIKING SANDSTONE
100020205620W500,100/02-02-056-20W5/00,2525,2843.8,2525,2843.8,BLAIRMORE GRP
100020205620W500,100/02-02-056-20W5/00,2843.8,2871.8,2843.8,2871.8,FERNIE GRP
100020205620W500,100/02-02-056-20W5/00,2871.8,2928.8,2871.8,2928.8,NORDEGG MBR
100020205620W500,100/02-02-056-20W5/00,2928.8,2953.8,2928.8,2953.8,TRIASSIC SYSTEM
100020205620W500,100/02-02-056-20W5/00,2953.8,2988.3,2953.8,2988.3,TURNER VALLEY FM
100020205620W500,100/02-02-056-20W5/00,2988.3,3045.6,2988.3,3045.6,SHUNDA FM
100020205620W500,100/02-02-056-20W5/00,3045.6,3085.5,3045.6,3085.5,PEKISKO FM
100020205620W500,100/02-02-056-20W5/00,3085.5,3256.8,3085.5,3256.8,BANFF FM
100020205620W500,100/02-02-056-20W5/00,3256.8,3258.9,3256.8,3258.9,EXSHAW FM
100020205620W500,100/02-02-056-20W5/00,3258.9,3486.3,3258.9,3486.3,WABAMUN GRP
100020205620W500,100/02-02-056-20W5/00,3486.3,3528.1,3486.3,3528.1,WINTERBURN GRP
100020205620W500,100/02-02-056-20W5/00,3528.1,3650.6,3528.1,3650.6,WOODBEND GRP
100020205620W500,100/02-02-056-20W5/00,3650.6,1000000,3650.6,1000000,LEDUC FM
100020605619W500,100/02-06-056-19W5/00,1883.03,1972.47,1883.03,1972.47,WAPIABI FM
100020605619W500,100/02-06-056-19W5/00,1972.47,2075.96,1972.47,2075.96,COLORADO GRP
100020605619W500,100/02-06-056-19W5/00,2075.96,2102.82,2075.96,2102.82,BADHEART FM
100020605619W500,100/02-06-056-19W5/00,2102.82,2158.72,2102.82,2158.72,MUSKIKI FM
100020605619W500,100/02-06-056-19W5/00,2158.72,2172.42,2158.72,2172.42,CARDIUM FM
100020605619W500,100/02-06-056-19W5/00,2172.42,2211.91,2172.42,2211.91,CARDIUM SD
100020605619W500,100/02-06-056-19W5/00,2211.91,2283.52,2211.91,2283.52,KASKAPAU FM
100020605619W500,100/02-06-056-19W5/00,2283.52,2544.05,2283.52,2544.05,SECOND WHITE SPECKS
100020605619W500,100/02-06-056-19W5/00,2544.05,2580.06,2544.05,2580.06,BASE FISH SCALES MARKER
100020605619W500,100/02-06-056-19W5/00,2580.06,2601.55,2580.06,2601.55,PEACE RIVER FM
100020605619W500,100/02-06-056-19W5/00,2601.55,2789.76,2601.55,2789.76,SPIRIT RIVER FM
100020605619W500,100/02-06-056-19W5/00,2789.76,2811.29,2789.76,2811.29,WILRICH MBR
100020605619W500,100/02-06-056-19W5/00,2811.29,2818.21,2811.29,2818.21,BLUESKY FM
100020605619W500,100/02-06-056-19W5/00,2818.21,2904.95,2818.21,2904.95,GETHING FM
100020605619W500,100/02-06-056-19W5/00,2904.95,2917.66,2904.95,2917.66,CADOMIN FM
100020605619W500,100/02-06-056-19W5/00,2917.66,2943,2917.66,2943,FERNIE GRP
100020605619W500,100/02-06-056-19W5/00,2943,3001.95,2943,3001.95,NORDEGG MBR
100020605619W500,100/02-06-056-19W5/00,3001.95,1000000,3001.95,1000000,MONTNEY FM
100020605619W502,100/02-06-056-19W5/02,1883.03,1972.47,1883.03,1972.47,WAPIABI FM
100020605619W502,100/02-06-056-19W5/02,1972.47,2075.96,1972.47,2075.96,COLORADO GRP
100020605619W502,100/02-06-056-19W5/02,2075.96,2102.82,2075.96,2102.82,BADHEART FM
100020605619W502,100/02-06-056-19W5/02,2102.82,2158.72,2102.82,2158.72,MUSKIKI FM
100020605619W502,100/02-06-056-19W5/02,2158.72,2172.42,2158.72,2172.42,CARDIUM FM
100020605619W502,100/02-06-056-19W5/02,2172.42,2211.91,2172.42,2211.91,CARDIUM SD
100020605619W502,100/02-06-056-19W5/02,2211.91,2283.52,2211.91,2283.52,KASKAPAU FM
100020605619W502,100/02-06-056-19W5/02,2283.52,2544.05,2283.52,2544.05,SECOND WHITE SPECKS
100020605619W502,100/02-06-056-19W5/02,2544.05,2580.06,2544.05,2580.06,BASE FISH SCALES MARKER
100020605619W502,100/02-06-056-19W5/02,2580.06,2601.55,2580.06,2601.55,PEACE RIVER FM
100020605619W502,100/02-06-056-19W5/02,2601.55,2789.76,2601.55,2789.76,SPIRIT RIVER FM
100020605619W502,100/02-06-056-19W5/02,2789.76,2811.29,2789.76,2811.29,WILRICH MBR
100020605619W502,100/02-06-056-19W5/02,2811.29,2818.21,2811.29,2818.21,BLUESKY FM
100020605619W502,100/02-06-056-19W5/02,2818.21,2904.95,2818.21,2904.95,GETHING FM
100020605619W502,100/02-06-056-19W5/02,2904.95,2917.66,2904.95,2917.66,CADOMIN FM
100020605619W502,100/02-06-056-19W5/02,2917.66,2943,2917.66,2943,FERNIE GRP
100020605619W502,100/02-06-056-19W5/02,2943,3001.95,2943,3001.95,NORDEGG MBR
100020605619W502,100/02-06-056-19W5/02,3001.95,1000000,3001.95,1000000,MONTNEY FM
100020605619W503,100/02-06-056-19W5/03,1883.03,1972.47,1883.03,1972.47,WAPIABI FM
100020605619W503,100/02-06-056-19W5/03,1972.47,2075.96,1972.47,2075.96,COLORADO GRP
100020605619W503,100/02-06-056-19W5/03,2075.96,2102.82,2075.96,2102.82,BADHEART FM
100020605619W503,100/02-06-056-19W5/03,2102.82,2158.72,2102.82,2158.72,MUSKIKI FM
100020605619W503,100/02-06-056-19W5/03,2158.72,2172.42,2158.72,2172.42,CARDIUM FM
100020605619W503,100/02-06-056-19W5/03,2172.42,2211.91,2172.42,2211.91,CARDIUM SD
100020605619W503,100/02-06-056-19W5/03,2211.91,2283.52,2211.91,2283.52,KASKAPAU FM
100020605619W503,100/02-06-056-19W5/03,2283.52,2544.05,2283.52,2544.05,SECOND WHITE SPECKS
100020605619W503,100/02-06-056-19W5/03,2544.05,2580.06,2544.05,2580.06,BASE FISH SCALES MARKER
100020605619W503,100/02-06-056-19W5/03,2580.06,2601.55,2580.06,2601.55,PEACE RIVER FM
100020605619W503,100/02-06-056-19W5/03,2601.55,2789.76,2601.55,2789.76,SPIRIT RIVER FM
100020605619W503,100/02-06-056-19W5/03,2789.76,2811.29,2789.76,2811.29,WILRICH MBR
100020605619W503,100/02-06-056-19W5/03,2811.29,2818.21,2811.29,2818.21,BLUESKY FM
100020605619W503,100/02-06-056-19W5/03,2818.21,2904.95,2818.21,2904.95,GETHING FM
100020605619W503,100/02-06-056-19W5/03,2904.95,2917.66,2904.95,2917.66,CADOMIN FM
100020605619W503,100/02-06-056-19W5/03,2917.66,2943,2917.66,2943,FERNIE GRP
